Actors corrupted (%),Total time (seconds)
0,47.7018
0,49.6799
0,47.5651
0,55.7037
0,49.6061
0,55.6256
0,57.7473
0,57.6484
0,53.77
0,55.5594
0,57.6452
0,59.438
0,55.6762
0,53.6293
0,67.7417
0,65.5596
0,67.6752
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.39727
0,4.39727
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.39727
0,4.39727
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.29575
0,4.39727
0,4.29575
0,4.29575
0,6.26238
0,6.2266
0,6.50389
0,6.14547
0,10.1316
0,4.29575
0,6.15795
0,6.42825
